id_commande,id_client,date_commande,montant_total
342,1798,2022-09-27,23828.92
343,347,2022-08-09,3533.81
344,2549,2022-09-16,15290.45
345,8193,2023-12-06,25518.11
346,3875,2022-01-28,14883.82
347,5606,2022-04-17,15831.15
348,9783,2024-05-29,15059.16
349,7117,2022-01-17,4237.56
350,4743,2024-09-10,32584.26
351,7962,2023-08-01,16913.72
352,7028,2022-06-19,15632.88
353,2499,2023-05-23,14770.62
354,3062,2024-11-13,13802.91
355,4607,2023-05-26,6598.1
356,4318,2022-08-24,17308.35
357,7032,2023-05-22,17075.06
358,7765,2023-02-11,17712.39
359,8231,2022-07-31,22229.27
360,3092,2023-01-07,10434.72
361,3759,2022-11-01,10774.79
362,2168,2022-09-04,12077.14
363,629,2024-04-01,4170.18
364,3149,2023-07-15,10694.33
365,6985,2022-10-27,23674.08
366,3271,2022-02-06,1927.44
367,835,2022-07-06,12952.68
368,6674,2024-02-18,12681.54
369,5021,2024-12-11,9150.13
370,3634,2023-04-19,38246.36
371,6981,2023-11-20,11959.87
372,1006,2024-09-08,7771.64
373,6998,2024-11-10,6729.22
374,4986,2022-04-16,12980.8
375,4412,2022-08-14,35091.15
376,4597,2024-01-15,9890.08
377,6850,2023-12-20,3858.38
378,5241,2023-05-21,19285.97
379,2978,2022-04-08,10452.77
380,9,2022-03-25,4570.04
381,5270,2022-04-17,10942.72
382,4675,2023-03-11,7217.32
383,4591,2024-08-24,10803.66
384,7060,2022-07-26,12025.1
385,4134,2023-01-14,7426.2
386,5957,2024-10-03,16672.07
387,4987,2023-11-16,30835.55
388,1588,2022-08-17,13369.97
389,9041,2022-01-28,3187.14
390,5427,2022-09-24,40012.71
391,5921,2024-01-09,13100.14
392,9908,2024-12-19,9137.22
393,3904,2024-02-01,3248.39
394,3442,2023-07-20,23847.45
395,1430,2024-02-26,18076.9
396,2138,2022-08-06,7640.4
397,673,2022-09-04,17775.96
398,3161,2023-01-26,20493.15
399,1617,2024-07-01,21100.79
400,8956,2022-06-03,6181.26
401,4940,2023-12-04,15105.04
402,3310,2024-08-29,19613.25
403,2518,2024-12-28,2784.68
404,2095,2022-03-31,19662.47
405,6852,2023-01-28,2841.96
406,9181,2023-06-02,28641.26
407,5997,2023-12-13,40391.03
408,1924,2024-07-07,568.73
409,1110,2024-06-12,36205.43
410,6865,2024-09-15,15675.39
411,8256,2024-12-08,13831.47
412,2736,2022-02-14,31329.36
413,2113,2023-07-16,33259.58
414,745,2023-08-17,17087.78
415,3117,2022-05-05,2929.95
416,8111,2024-03-25,8934.56
417,8413,2024-12-26,32037.76
418,2712,2022-06-03,13448.13
419,8345,2024-06-15,8134.98
420,9216,2024-02-26,17202.23
421,6568,2024-03-10,24126.86
422,3391,2023-07-11,2004.6
423,59,2023-01-12,8842.0
424,9370,2022-11-24,23575.31
425,9702,2023-03-23,21441.75
426,8402,2022-01-19,25450.3
427,8255,2024-07-21,9491.84
428,4241,2024-12-11,20391.92
429,3610,2023-09-14,40404.37
430,4400,2023-08-30,12244.03
431,2804,2022-09-01,13561.44
432,748,2023-04-04,5081.97
433,3903,2024-12-28,9485.64
434,641,2023-08-21,25446.16
435,4551,2022-10-31,4855.74
436,4431,2022-09-30,26917.86
437,4080,2022-04-16,22960.88
438,8759,2023-03-07,16359.97
439,23,2022-08-26,7591.79
440,9915,2023-12-13,11079.7
441,5318,2024-01-26,13673.18
442,9000,2022-06-20,6398.42
443,2190,2023-06-25,15755.29
444,4832,2024-04-16,5620.96
445,939,2023-10-27,28601.89
446,5825,2022-01-22,6493.59
447,4583,2023-03-26,17228.59
448,4195,2022-12-28,9498.44
449,8805,2022-02-02,18704.7
450,6259,2022-08-06,15104.26
451,9902,2023-06-12,14448.7
452,7245,2023-02-27,16265.12
453,5313,2023-03-28,12596.01
454,3342,2023-07-05,8273.38
455,2551,2024-03-20,14358.81
456,3797,2024-07-02,15768.71
457,6040,2024-06-07,11191.55
458,7849,2022-10-31,17714.44
459,8126,2022-07-11,24758.7
460,7527,2023-01-07,15268.6
461,2886,2023-01-14,11843.78
462,9334,2023-01-22,33957.0
463,2956,2024-10-01,18094.4
464,345,2023-08-01,16512.76
465,2670,2023-09-28,6359.06
466,6459,2022-12-30,14226.56
467,1138,2023-01-20,0.0
468,1181,2022-10-21,30812.91
469,4019,2024-05-23,18418.38
470,6595,2024-07-20,9228.91
471,8631,2022-07-25,19289.93
472,194,2022-10-09,13288.01
473,6192,2022-07-24,3192.91
474,340,2024-02-26,7049.75
475,223,2022-08-14,25461.17
476,2166,2022-03-31,11620.4
477,1370,2023-05-24,12354.7
478,2337,2023-07-03,12976.31
479,154,2022-01-28,33665.57
480,8887,2022-08-06,17473.39
481,1393,2023-11-25,8436.42
482,2282,2023-02-19,20651.95
483,9222,2024-09-10,12352.43
484,2673,2024-06-28,15083.22
485,5436,2023-09-22,15680.06
486,2532,2024-09-07,3222.1
487,916,2023-05-15,23236.8
488,8907,2023-07-02,17496.25
489,348,2022-09-10,21502.23
490,1685,2022-04-02,26418.5
491,1681,2023-08-31,10807.61
492,6805,2024-11-13,20950.86
493,20,2022-10-18,19494.85
494,394,2023-04-05,1859.34
495,6999,2023-04-10,19944.47
496,2415,2024-02-29,29451.99
497,4700,2023-12-25,24731.23
498,6304,2023-04-08,2504.87
499,8058,2022-08-19,10886.1
500,1805,2022-12-14,32554.28
501,1667,2023-04-05,15994.69
502,5855,2023-08-01,32651.02
503,5468,2022-06-06,25789.48
504,5907,2022-08-31,7491.5
505,711,2022-06-23,0.0
506,2918,2022-11-06,4196.55
507,8692,2024-05-27,3677.2
508,9825,2023-11-17,4258.39
509,6968,2023-01-07,9607.52
510,4941,2022-11-04,26947.65
511,5708,2023-08-11,6395.25
512,4442,2022-08-01,35417.77
513,6048,2024-10-19,2338.7
514,1252,2023-06-28,30603.47
515,2436,2022-01-05,25578.9
516,5248,2022-10-28,7079.27
517,6400,2022-10-30,10307.0
518,7839,2024-07-03,5666.88
519,1855,2022-05-18,8955.5
520,4563,2024-05-25,27644.18
521,1482,2022-10-24,4196.76
522,2090,2023-10-24,3273.86
523,6309,2023-01-08,11737.02
524,5232,2023-12-24,6308.09
525,6945,2024-10-09,17178.88
526,6783,2024-09-12,3221.68
527,2265,2023-11-14,8309.47
528,6279,2023-05-19,12221.71
529,9001,2024-05-07,18453.56
530,8827,2024-10-15,17306.34
531,8071,2024-12-29,10511.88
532,8786,2024-12-26,5439.97
533,6302,2023-04-17,22731.49
534,9519,2022-06-21,4861.0
535,8634,2024-05-13,43174.92
536,1430,2023-03-26,12229.23
537,5927,2023-04-27,4384.71
538,3331,2022-01-06,21256.83
539,5938,2022-02-05,1036.32
540,2189,2024-08-28,37671.64
541,977,2022-08-14,12272.5
542,5913,2023-12-17,12541.45
543,4829,2022-10-13,16310.66
544,2362,2024-07-31,33004.95
545,3974,2024-05-12,1682.41
546,3680,2023-03-08,10679.03
547,2258,2022-04-25,23901.67
548,2345,2022-08-29,11129.0
549,432,2024-02-13,12509.21
550,6090,2024-05-19,16131.12
551,1737,2022-04-21,4564.34
552,7813,2022-06-01,2670.37
553,495,2022-11-20,13097.61
554,5985,2022-10-28,4655.92
555,1295,2022-10-17,8616.91
556,1263,2023-05-17,23626.71
557,9326,2022-01-26,8909.44
558,2453,2024-05-02,7097.22
559,7697,2023-01-09,11709.76
560,8642,2022-10-14,22684.94
561,7704,2023-09-06,12254.04
562,5527,2024-04-22,7569.0
563,217,2024-06-28,5870.59
564,1823,2023-08-11,10219.74
565,984,2022-11-16,1372.26
566,9899,2022-03-07,12383.32
567,8246,2022-12-22,7823.68
568,179,2022-11-25,13767.24
569,6941,2024-03-22,11301.29
570,9080,2024-07-19,23482.64
571,9373,2023-06-13,16212.45
572,5015,2024-10-24,14583.55
573,6942,2023-04-11,19163.66
574,4454,2022-11-18,10417.95
575,8545,2022-07-08,21232.33
576,2051,2024-02-13,6269.95
577,6561,2023-03-10,21023.38
578,3587,2022-04-25,27398.71
579,3010,2024-03-14,14591.87
580,7675,2022-06-08,11342.53
581,5132,2024-09-04,15975.94
582,6234,2024-04-09,3916.56
583,896,2022-12-04,2291.21
584,6951,2024-01-31,34567.55
585,4423,2023-02-03,5364.77
586,1711,2022-08-11,26003.46
587,5943,2022-06-09,19347.69
588,460,2023-11-19,20754.46
589,4624,2023-05-06,13733.65
590,8874,2022-11-30,6551.49
591,1071,2022-08-07,31101.84
592,9784,2023-03-10,26160.23
593,5065,2022-01-23,23192.93
594,9039,2023-01-20,17820.88
595,531,2023-02-18,20459.72
596,4411,2023-05-08,7727.85
597,9341,2022-06-24,21940.8
598,9237,2022-04-02,22397.55
599,749,2024-09-17,22498.21
600,5155,2022-04-09,24715.21
601,5057,2022-07-10,8620.17
602,5844,2022-01-18,0.0
603,6524,2023-08-02,11099.38
604,3193,2024-10-21,18620.4
605,6401,2023-10-07,13977.23
606,2123,2023-12-30,7327.25
607,5429,2022-07-19,6129.7
608,8251,2024-04-14,14878.56
609,8228,2022-07-26,25719.33
610,389,2022-11-04,19086.96
611,7815,2024-02-22,25787.78
612,4754,2022-03-18,10007.81
613,2483,2022-11-27,6949.82
614,1291,2024-08-06,24718.82
615,3795,2022-07-11,17599.76
616,2308,2023-03-18,20995.43
617,8219,2022-11-26,4878.38
618,9974,2024-11-23,5145.08
619,5594,2024-12-07,8664.05
620,2150,2024-07-05,27946.08
621,4766,2023-11-26,13275.25
622,7060,2024-01-08,12919.42
623,6351,2022-03-23,18514.24
624,3422,2023-05-05,19260.09
625,2497,2022-06-03,27981.2
626,1596,2024-10-15,12340.36
627,2337,2022-01-31,13647.75
628,8965,2023-09-26,45309.04
629,8175,2022-06-28,11224.15
630,7452,2022-07-12,14035.72
631,2781,2023-10-05,23524.34
632,2646,2023-08-29,15067.23
633,4590,2022-05-20,23671.19
634,5790,2024-01-15,9186.68
635,1166,2022-07-02,1626.98
636,7549,2023-01-02,3005.98
637,7754,2023-06-13,9256.26
638,7243,2023-06-09,2741.49
639,2032,2022-10-15,24374.4
640,649,2024-09-26,32189.5
641,4697,2024-01-15,15795.75
642,6702,2024-04-01,18410.0
643,7223,2022-09-22,24742.65
644,8397,2024-01-22,36471.57
645,6123,2023-10-05,21280.51
646,6770,2022-06-20,3700.16
647,7375,2024-11-02,15170.24
648,700,2023-06-23,11482.0
649,4012,2022-04-27,9971.8
650,2533,2022-01-17,16439.65
651,4763,2022-08-04,10053.1
652,2593,2024-02-09,20975.3
653,1196,2024-03-28,4467.31
654,6361,2023-04-02,29912.4
655,1532,2024-08-04,18106.99
656,7633,2023-12-16,5886.84
657,8768,2024-08-17,13280.7
658,1788,2024-08-10,18432.8
659,2954,2022-06-25,23199.99
660,6504,2022-08-10,1719.75
661,3269,2024-06-06,4222.44
662,5386,2024-04-02,11647.31
663,5199,2022-05-13,5962.89
664,9902,2023-12-03,22941.79
665,3484,2024-09-22,17901.97
666,1874,2024-09-02,16130.59
667,7448,2023-07-25,2871.41
668,8931,2022-03-20,18563.93
669,7700,2022-11-15,20521.67
670,3498,2022-10-26,7736.7
671,9310,2023-10-18,14990.24
672,9849,2022-03-06,11155.47
673,1023,2024-02-18,22811.01
674,7047,2024-01-11,17969.51
675,3497,2024-08-27,2330.78
676,3466,2022-04-21,14918.15
677,6930,2022-02-16,21062.15
678,4130,2023-07-07,18866.94
679,1370,2022-12-27,5920.32
680,1135,2022-10-18,1393.14
681,6637,2023-07-15,12524.19
682,4888,2022-06-17,20064.81
683,6877,2024-07-13,27192.04
684,3508,2024-12-10,24777.86
685,3016,2023-06-16,26609.72
686,1515,2022-04-21,20319.8
687,5604,2024-05-27,34776.72
688,2696,2023-09-01,3433.05
689,5723,2023-02-11,14583.51
690,7891,2024-05-08,17539.9
691,8774,2024-08-31,30449.09
692,7157,2022-11-26,12693.62
693,9345,2023-12-28,24610.32
694,163,2024-03-07,4539.84
695,1275,2023-02-11,18290.29
696,5305,2022-10-24,5868.91
697,233,2023-10-11,18572.32
698,7515,2022-11-05,9685.88
699,8183,2022-10-30,14692.25
700,1862,2023-10-11,30241.4
701,4306,2024-04-12,3218.73
702,61,2024-12-02,9240.29
703,2060,2024-07-11,27863.88
704,9477,2024-07-09,26927.41
705,598,2022-07-19,9142.38
706,3075,2023-03-24,26395.87
707,8948,2024-05-10,14298.01
708,9846,2022-12-07,18656.76
709,3542,2024-02-13,20346.14
710,3437,2023-12-14,14807.65
711,9451,2023-01-27,10939.53
712,6067,2022-01-30,15831.7
713,266,2024-01-16,22658.3
714,5030,2023-09-11,11831.69
715,2044,2024-10-25,11375.57
716,7472,2024-10-19,5563.95
717,6724,2024-04-27,22636.9
718,5771,2023-12-22,785.79
719,8572,2024-05-22,17173.39
720,1858,2023-11-19,6032.03
721,7518,2022-12-27,11106.51
722,6114,2024-05-27,5771.92
723,9057,2022-12-29,19975.54
724,8893,2022-11-30,8656.07
725,6252,2024-06-11,10509.67
726,7168,2023-08-07,1329.96
727,1626,2023-08-04,13977.98
728,1701,2022-06-29,21744.21
729,270,2022-07-03,8422.86
730,1699,2024-04-22,6025.88
731,8925,2024-10-13,2723.24
732,7277,2022-07-24,1437.32
733,9523,2024-10-27,10314.86
734,4750,2022-03-08,17884.54
735,3472,2024-05-11,10770.56
736,7449,2023-04-02,10330.03
737,1876,2024-02-20,13996.72
738,7694,2023-02-05,24334.12
739,5745,2022-09-12,8666.72
740,6766,2024-08-08,8824.19
741,125,2024-03-21,20620.39
742,3669,2024-02-07,11853.99
743,4647,2024-11-05,36599.3
744,4334,2023-07-03,10203.74
745,6795,2023-09-22,12888.32
746,69,2023-05-10,11730.01
747,536,2024-04-29,4667.98
748,431,2022-02-01,1929.54
749,6135,2022-11-11,31791.32
750,9830,2024-11-28,26478.76
751,5491,2023-10-13,23604.76
752,9375,2022-12-16,2871.5
753,3963,2024-05-30,10264.29
754,3157,2024-03-12,8588.61
755,846,2024-03-16,15521.42
756,2112,2024-05-28,5550.79
757,2847,2024-03-10,14042.26
758,5213,2024-04-05,39261.29
759,2596,2024-11-25,11358.96
760,3785,2024-06-14,24744.86
761,2070,2022-07-23,16397.62
762,1940,2024-10-29,9822.22
763,4264,2024-03-13,28859.71
764,5283,2022-11-22,29758.54
765,1528,2023-02-22,23184.32
766,421,2022-07-11,13251.83
767,190,2024-06-14,15410.7
768,456,2022-11-10,23633.92
769,9369,2022-06-11,6388.1
770,415,2024-02-23,15875.56
771,7434,2022-09-25,23258.79
772,3057,2024-01-04,9299.4
773,3634,2023-05-06,24994.45
774,3176,2023-09-01,27937.03
775,6195,2023-05-18,28646.58
776,848,2023-06-18,24402.77
777,1360,2023-07-18,5109.64
778,380,2022-10-22,10449.69
779,1818,2022-07-31,14139.18
780,9764,2024-07-29,2896.02
781,1755,2022-09-09,7429.77
782,4628,2022-10-18,12955.98
783,2960,2023-06-21,10936.06
784,1268,2022-07-10,15175.98
785,5922,2024-10-09,29506.04
786,6403,2023-03-02,8989.94
787,8046,2022-07-26,21406.62
788,6779,2022-02-14,17000.87
789,7972,2022-05-31,14878.86
790,3446,2022-06-06,1363.14
791,6149,2024-05-09,8379.55
792,7388,2023-10-05,20518.06
793,2946,2022-11-26,19669.06
794,167,2023-09-04,12932.43
795,9295,2023-01-01,13066.06
796,1921,2022-03-06,11533.76
797,5682,2023-12-04,16773.44
798,9831,2024-09-18,16162.04
799,2596,2022-01-11,12326.46
800,4170,2024-12-04,6325.14
801,3160,2022-09-07,5760.57
802,8782,2022-03-02,26817.74
803,8487,2022-02-17,14221.96
804,2497,2024-11-14,12257.0
805,5979,2023-03-19,11347.81
806,3555,2022-08-24,13299.95
807,5367,2022-03-02,26089.61
808,3601,2022-10-11,38215.92
809,2074,2022-06-20,22650.7
810,4484,2023-07-03,4807.22
811,3265,2024-09-13,8592.2
812,5711,2022-07-08,12186.06
813,7653,2023-08-26,25405.04
814,7145,2024-10-12,23026.0
815,6553,2024-11-15,8468.57
816,4098,2023-01-31,14088.84
817,3243,2022-12-21,15704.99
818,6437,2023-07-30,6169.93
819,9563,2022-07-30,5903.39
820,2715,2023-10-01,8980.07
821,7993,2023-02-26,14566.81
822,7310,2024-06-06,25695.34
823,9771,2024-05-17,15186.42
824,5223,2023-07-11,12543.21
825,9950,2022-08-09,0.0
826,7034,2024-02-24,11343.23
